idx,label,x,y,timestamp
0,right_curly_brace,95,160,253370452
1,right_curly_brace,98,158,253370484
2,right_curly_brace,100,158,253370496
3,right_curly_brace,102,158,253370504
4,right_curly_brace,104,159,253370512
5,right_curly_brace,106,158,253370521
6,right_curly_brace,109,158,253370529
7,right_curly_brace,111,160,253370537
8,right_curly_brace,114,160,253370545
9,right_curly_brace,118,161,253370553
10,right_curly_brace,121,162,253370561
11,right_curly_brace,125,164,253370569
12,right_curly_brace,128,165,253370578
13,right_curly_brace,131,166,253370585
14,right_curly_brace,133,167,253370594
15,right_curly_brace,135,167,253370603
16,right_curly_brace,137,168,253370618
17,right_curly_brace,138,170,253370631
18,right_curly_brace,137,172,253370640
19,right_curly_brace,136,174,253370654
20,right_curly_brace,133,177,253370667
21,right_curly_brace,130,179,253370676
22,right_curly_brace,127,182,253370686
23,right_curly_brace,124,185,253370695
24,right_curly_brace,118,189,253370705
25,right_curly_brace,113,194,253370715
26,right_curly_brace,110,197,253370726
27,right_curly_brace,107,201,253370736
28,right_curly_brace,105,203,253370746
29,right_curly_brace,104,205,253370747
30,right_curly_brace,103,209,253370759
31,right_curly_brace,103,211,253370770
32,right_curly_brace,103,214,253370771
33,right_curly_brace,103,217,253370787
34,right_curly_brace,104,220,253370800
35,right_curly_brace,106,222,253370824
36,right_curly_brace,108,222,253370836
37,right_curly_brace,111,221,253370848
38,right_curly_brace,116,219,253370861
39,right_curly_brace,118,219,253370874
40,right_curly_brace,122,216,253370887
41,right_curly_brace,124,215,253370901
42,right_curly_brace,127,213,253370914
43,right_curly_brace,129,213,253370928
44,right_curly_brace,132,213,253370942
45,right_curly_brace,134,212,253370956
46,right_curly_brace,136,211,253370970
47,right_curly_brace,134,213,253371032
48,right_curly_brace,132,214,253371047
49,right_curly_brace,127,215,253371062
50,right_curly_brace,122,219,253371077
51,right_curly_brace,117,221,253371093
52,right_curly_brace,112,225,253371109
53,right_curly_brace,110,227,253371125
54,right_curly_brace,112,229,253371157
55,right_curly_brace,117,228,253371173
56,right_curly_brace,124,228,253371190
57,right_curly_brace,130,227,253371207
58,right_curly_brace,139,227,253371224
59,right_curly_brace,144,228,253371242
60,right_curly_brace,148,233,253371260
61,right_curly_brace,149,241,253371278
62,right_curly_brace,145,255,253371297
63,right_curly_brace,144,257,253371298
64,right_curly_brace,138,269,253371317
65,right_curly_brace,137,271,253371318
66,right_curly_brace,133,279,253371337
67,right_curly_brace,131,281,253371356
68,right_curly_brace,129,283,253371380
